# concept_id	source	quote	added_by	added_at
# source can be DOI/URL/standard-id/internal-doc-path
high-level-waste	internal:safety:high-level-waste			2026-03-16
clearance	internal:safety:clearance			2026-03-16
recycling	internal:safety:recycling			2026-03-16
waste-classification	internal:safety:waste-classification			2026-03-16
hydrogen-safety	internal:safety:hydrogen-safety			2026-03-16
confinement-barrier	internal:safety:confinement-barrier			2026-03-16
safety-case	internal:safety:safety-case			2026-03-16
design-basis-accident	internal:safety:design-basis-accident			2026-03-16
steam-generator	internal:bop:steam-generator			2026-03-16
heat-exchanger	internal:bop:heat-exchanger			2026-03-16
rankine-cycle	internal:bop:rankine-cycle			2026-03-16
brayton-cycle	internal:bop:brayton-cycle			2026-03-16
supercritical-co2-cycle	internal:bop:supercritical-co2-cycle			2026-03-16
steam-turbine	internal:bop:steam-turbine			2026-03-16
gas-turbine	internal:bop:gas-turbine			2026-03-16
condenser	internal:bop:condenser			2026-03-16
cooling-tower	internal:bop:cooling-tower			2026-03-16
primary-loop	internal:bop:primary-loop			2026-03-16
secondary-loop	internal:bop:secondary-loop			2026-03-16
intermediate-heat-exchanger	internal:bop:intermediate-heat-exchanger			2026-03-16
thermal-efficiency	internal:bop:thermal-efficiency			2026-03-16
gross-electric-power	internal:bop:gross-electric-power			2026-03-16
thermal-power	internal:bop:thermal-power			2026-03-16
auxiliary-power	internal:bop:auxiliary-power			2026-03-16
balance-of-plant	internal:bop:balance-of-plant			2026-03-16
power-supply	internal:bop:power-supply			2026-03-16
water-treatment	internal:bop:water-treatment			2026-03-16
hvac	internal:bop:hvac			2026-03-16
waste-heat-recovery	internal:bop:waste-heat-recovery			2026-03-16
electrical-grid-connection	internal:bop:electrical-grid-connection			2026-03-16
plant-layout	internal:bop:plant-layout			2026-03-16
decommissioning	internal:bop:decommissioning			2026-03-16
deuterium	internal:base:deuterium			2026-03-16
tritium	internal:base:tritium			2026-03-16
plasma	internal:base:plasma			2026-03-16
superconducting-magnet	internal:base:superconducting-magnet			2026-03-16
radioactive-waste	internal:base:radioactive-waste			2026-03-16
fishbone-instability	internal:base:fishbone-instability			2026-03-16
poloidal-field	internal:base:poloidal-field			2026-03-16
toroidal-field	internal:base:toroidal-field			2026-03-16
debye-sheath	internal:expansion:batch-9	Electrostatic sheath at plasma-surface interface	copilot	2026-03-17
debye-length	internal:expansion:batch-9	Fundamental plasma screening scale	copilot	2026-03-17
larmor-radius	internal:expansion:batch-9	Charged particle gyration radius	copilot	2026-03-17
coulomb-collision	internal:expansion:batch-9	Binary charged particle scattering	copilot	2026-03-17
spitzer-resistivity	internal:expansion:batch-9	Classical plasma resistivity	copilot	2026-03-17
bohm-diffusion	internal:expansion:batch-9	Anomalous cross-field diffusion	copilot	2026-03-17
banana-orbit	internal:expansion:batch-9	Trapped particle orbit in torus	copilot	2026-03-17
ware-pinch	internal:expansion:batch-9	Neoclassical inward pinch	copilot	2026-03-17
shafranov-shift	internal:expansion:batch-9	Plasma equilibrium outward shift	copilot	2026-03-17
plasma-frequency	internal:expansion:batch-9	Electron oscillation frequency	copilot	2026-03-17
locked-mode	internal:expansion:batch-9	Non-rotating tearing mode	copilot	2026-03-17
error-field	internal:expansion:batch-9	Unintended field asymmetry	copilot	2026-03-17
plasma-rotation	internal:expansion:batch-9	Plasma bulk rotation	copilot	2026-03-17
anomalous-transport	internal:expansion:batch-9	Transport exceeding neoclassical	copilot	2026-03-17
itg-mode	internal:expansion:batch-10	Ion temperature gradient instability	copilot	2026-03-17
tem	internal:expansion:batch-10	Trapped electron mode	copilot	2026-03-17
etg-mode	internal:expansion:batch-10	Electron temperature gradient mode	copilot	2026-03-17
drift-wave	internal:expansion:batch-10	Gradient-driven drift wave	copilot	2026-03-17
peeling-ballooning-mode	internal:expansion:batch-10	ELM trigger mechanism	copilot	2026-03-17
micro-tearing-mode	internal:expansion:batch-10	Gyroscale tearing instability	copilot	2026-03-17
kbm	internal:expansion:batch-10	Kinetic ballooning mode	copilot	2026-03-17
gyrotron	internal:expansion:batch-11	High-power microwave tube for ECRH	copilot	2026-03-17
klystron	internal:expansion:batch-11	RF power amplifier tube	copilot	2026-03-17
negative-ion-source	internal:expansion:batch-11	NBI negative ion source	copilot	2026-03-17
waveguide	internal:expansion:batch-11	Microwave/RF transmission line	copilot	2026-03-17
icrf-antenna	internal:expansion:batch-11	Ion cyclotron RF antenna	copilot	2026-03-17
eccd	internal:expansion:batch-11	EC current drive	copilot	2026-03-17
current-drive-efficiency	internal:expansion:batch-11	Key steady-state metric	copilot	2026-03-17
power-deposition-profile	internal:expansion:batch-11	Heating power spatial distribution	copilot	2026-03-17
helicon-current-drive	internal:expansion:batch-11	Helicon wave current drive	copilot	2026-03-17
divertor-target	internal:expansion:batch-12	Divertor plasma-facing target	copilot	2026-03-17
strike-point	internal:expansion:batch-12	Separatrix-target intersection	copilot	2026-03-17
double-null	internal:expansion:batch-12	Dual X-point configuration	copilot	2026-03-17
single-null	internal:expansion:batch-12	Standard single X-point config	copilot	2026-03-17
snowflake-divertor	internal:expansion:batch-12	Second-order null divertor	copilot	2026-03-17
super-x-divertor	internal:expansion:batch-12	Extended-radius divertor	copilot	2026-03-17
long-leg-divertor	internal:expansion:batch-12	Extended-leg divertor	copilot	2026-03-17
baffle	internal:expansion:batch-12	Divertor neutral control structure	copilot	2026-03-17
private-flux-region	internal:expansion:batch-12	Sub-X-point flux region	copilot	2026-03-17
marfe	internal:expansion:batch-12	Poloidally localized radiation instability	copilot	2026-03-17
flux-expansion	internal:expansion:batch-12	Magnetic flux tube spreading	copilot	2026-03-17
irradiation-embrittlement	internal:expansion:batch-13	Material ductility loss under irradiation	copilot	2026-03-17
void-swelling	internal:expansion:batch-13	Vacancy clustering volume increase	copilot	2026-03-17
helium-embrittlement	internal:expansion:batch-13	He bubble grain boundary damage	copilot	2026-03-17
creep	internal:expansion:batch-13	Time-dependent plastic deformation	copilot	2026-03-17
fatigue-life	internal:expansion:batch-13	Cycles to failure	copilot	2026-03-17
activation-product	internal:expansion:batch-13	Neutron-activated radioactive nuclides	copilot	2026-03-17
cucrzr	internal:expansion:batch-13	Copper alloy heat sink material	copilot	2026-03-17
tungsten-monoblock	internal:expansion:batch-13	Standard PFC armor-heatsink design	copilot	2026-03-17
f82h	internal:expansion:batch-13	Japanese RAFM steel	copilot	2026-03-17
plasma-sprayed-tungsten	internal:expansion:batch-13	W coating technique	copilot	2026-03-17
cryogenic-distillation	internal:expansion:batch-14	H isotope separation by distillation	copilot	2026-03-17
tritium-accountancy	internal:expansion:batch-14	Tritium inventory tracking	copilot	2026-03-17
tritium-permeation-barrier	internal:expansion:batch-14	Anti-permeation coating	copilot	2026-03-17
burn-fraction	internal:expansion:batch-14	Fuel consumption per plasma pass	copilot	2026-03-17
palladium-membrane-reactor	internal:expansion:batch-14	Pd membrane H separation	copilot	2026-03-17
metal-hydride-bed	internal:expansion:batch-14	Metal-hydrogen storage system	copilot	2026-03-17
tcap	internal:expansion:batch-14	Thermal cycling isotope separation	copilot	2026-03-17
fuel-pellet	internal:expansion:batch-14	Frozen isotope pellet for fueling	copilot	2026-03-17
fueling-efficiency	internal:expansion:batch-14	Core fueling efficiency metric	copilot	2026-03-17
rogowski-coil	internal:expansion:batch-15	Plasma current pickup coil	copilot	2026-03-17
mirnov-coil	internal:expansion:batch-15	MHD fluctuation coil array	copilot	2026-03-17
magnetic-flux-loop	internal:expansion:batch-15	Poloidal flux measurement loop	copilot	2026-03-17
diamagnetic-loop	internal:expansion:batch-15	Stored energy diagnostic	copilot	2026-03-17
beam-emission-spectroscopy	internal:expansion:batch-15	Density fluctuation diagnostic	copilot	2026-03-17
ir-thermography	internal:expansion:batch-15	PFC surface temperature imaging	copilot	2026-03-17
doppler-backscattering	internal:expansion:batch-15	Turbulence flow diagnostic	copilot	2026-03-17
neutron-activation-system	internal:expansion:batch-15	Neutron yield calibration	copilot	2026-03-17
phase-contrast-imaging	internal:expansion:batch-15	Line-integrated density fluctuations	copilot	2026-03-17
ece-imaging	internal:expansion:batch-15	2D Te fluctuation diagnostic	copilot	2026-03-17
neutronics	internal:expansion:batch-16	Neutron transport and activation	copilot	2026-03-17
thermal-hydraulics	internal:expansion:batch-16	Cooling system heat transfer analysis	copilot	2026-03-17
halo-current	internal:expansion:batch-16	Disruption SOL-vessel current	copilot	2026-03-17
eddy-current	internal:expansion:batch-16	Transient induced currents	copilot	2026-03-17
port-plug	internal:expansion:batch-16	Vessel port assembly module	copilot	2026-03-17
equatorial-port	internal:expansion:batch-16	Midplane vessel port	copilot	2026-03-17
cryopump	internal:expansion:batch-16	Cryogenic vacuum pump	copilot	2026-03-17
blanket-module	internal:expansion:batch-16	Replaceable blanket unit	copilot	2026-03-17
divertor-cassette	internal:expansion:batch-16	Replaceable divertor unit	copilot	2026-03-17
electromagnetic-force	internal:expansion:batch-16	Disruption EM loads	copilot	2026-03-17
eurofusion	internal:expansion:batch-17	European fusion consortium	copilot	2026-03-17
f4e	internal:expansion:batch-17	EU ITER domestic agency	copilot	2026-03-17
swip	internal:expansion:batch-17	Chinese fusion institute (HL-2M)	copilot	2026-03-17
asipp	internal:expansion:batch-17	Chinese fusion institute (EAST)	copilot	2026-03-17
cfs	internal:expansion:batch-17	SPARC/ARC developer	copilot	2026-03-17
tae-technologies	internal:expansion:batch-17	FRC fusion company	copilot	2026-03-17
helion-energy	internal:expansion:batch-17	FRC pulsed fusion company	copilot	2026-03-17
general-atomics	internal:expansion:batch-17	DIII-D operator	copilot	2026-03-17
ipp-garching	internal:expansion:batch-17	W7-X and AUG institute	copilot	2026-03-17
magnetic-axis	internal:expansion:batch-18	Nested flux surface center	copilot	2026-03-17
plasma-elongation	internal:expansion:batch-18	Plasma height-to-width ratio	copilot	2026-03-17
plasma-triangularity	internal:expansion:batch-18	D-shape deformation parameter	copilot	2026-03-17
aspect-ratio	internal:expansion:batch-18	Major-to-minor radius ratio	copilot	2026-03-17
magnetic-shear	internal:expansion:batch-18	Safety factor radial gradient	copilot	2026-03-17
reversed-shear	internal:expansion:batch-18	Non-monotonic q-profile	copilot	2026-03-17
bootstrap-fraction	internal:expansion:batch-18	Bootstrap current ratio	copilot	2026-03-17
pfirsch-schlueter-current	internal:expansion:batch-18	Neoclassical equilibrium current	copilot	2026-03-17
negative-triangularity	internal:expansion:batch-18	Inward D-shape configuration	copilot	2026-03-17
plasma-major-radius	internal:expansion:batch-18	Torus major radius R0	copilot	2026-03-17
plasma-minor-radius	internal:expansion:batch-18	Plasma half-width a	copilot	2026-03-17
l-h-transition	internal:expansion:batch-19	L-to-H mode transition	copilot	2026-03-17
power-threshold	internal:expansion:batch-19	L-H transition power threshold	copilot	2026-03-17
edge-transport-barrier	internal:expansion:batch-19	H-mode pedestal barrier	copilot	2026-03-17
blob-transport	internal:expansion:batch-19	SOL filamentary transport	copilot	2026-03-17
detachment-front	internal:expansion:batch-19	Detached region boundary	copilot	2026-03-17
parallel-transport	internal:expansion:batch-19	Field-aligned transport	copilot	2026-03-17
cross-field-transport	internal:expansion:batch-19	Perpendicular transport	copilot	2026-03-17
sol-width	internal:expansion:batch-19	SOL power decay length	copilot	2026-03-17
divertor-heat-flux	internal:expansion:batch-19	Target surface heat flux	copilot	2026-03-17
recycling-coefficient	internal:expansion:batch-19	Wall particle recycling ratio	copilot	2026-03-17
lower-hybrid-wave	internal:expansion:batch-20	LH wave for heating/CD	copilot	2026-03-17
electron-bernstein-wave	internal:expansion:batch-20	Overdense plasma wave	copilot	2026-03-17
ion-bernstein-wave	internal:expansion:batch-20	Ion-scale electrostatic wave	copilot	2026-03-17
fast-wave	internal:expansion:batch-20	ICRF fast magnetosonic wave	copilot	2026-03-17
slow-wave	internal:expansion:batch-20	LH range slow wave branch	copilot	2026-03-17
alfven-continuum	internal:expansion:batch-20	Shear Alfven continuum	copilot	2026-03-17
rsae	internal:expansion:batch-20	Reversed shear gap mode	copilot	2026-03-17
bae	internal:expansion:batch-20	Beta-induced gap eigenmode	copilot	2026-03-17
energetic-particle-mode	internal:expansion:batch-20	Fast-ion driven continuum mode	copilot	2026-03-17
parametric-instability	internal:expansion:batch-20	Laser-plasma nonlinear coupling	copilot	2026-03-17
dt-reaction	internal:expansion:batch-21	D-T fusion reaction	copilot	2026-03-17
deuterium-tritium	https://www.iter.org/mach/fuel			2026-04-06
deuterium-tritium-plasma	https://www.iter.org/mach/Plasmaheating			2026-04-06
dt-fuel-cycle	https://www.euro-fusion.org/glossary/fuel-cycle/			2026-04-06
dd-reaction	internal:expansion:batch-21	D-D fusion reaction	copilot	2026-03-17
d-he3-reaction	internal:expansion:batch-21	D-He3 advanced fuel reaction	copilot	2026-03-17
fusion-triple-product	internal:expansion:batch-21	n*T*tau ignition metric	copilot	2026-03-17
neutron-yield	internal:expansion:batch-21	Fusion neutron production rate	copilot	2026-03-17
reaction-rate-coefficient	internal:expansion:batch-21	Maxwellian-averaged reactivity	copilot	2026-03-17
q-value-reaction	internal:expansion:batch-21	Reaction energy release	copilot	2026-03-17
coulomb-logarithm	internal:expansion:batch-21	Collision frequency log factor	copilot	2026-03-17
slowing-down-time	internal:expansion:batch-21	Fast ion thermalization time	copilot	2026-03-17
current-hole	internal:expansion:batch-22	Central zero current region	copilot	2026-03-17
internal-kink-mode	internal:expansion:batch-22	m=1/n=1 internal instability	copilot	2026-03-17
sawtooth-crash	internal:expansion:batch-22	Periodic central profile crash	copilot	2026-03-17
ntv	internal:expansion:batch-22	Non-axisymmetric braking torque	copilot	2026-03-17
intrinsic-rotation	internal:expansion:batch-22	Spontaneous plasma rotation	copilot	2026-03-17
momentum-transport	internal:expansion:batch-22	Angular momentum transport	copilot	2026-03-17
profile-stiffness	internal:expansion:batch-22	Critical gradient transport	copilot	2026-03-17
critical-gradient	internal:expansion:batch-22	Instability threshold gradient	copilot	2026-03-17
fully-non-inductive	internal:expansion:batch-22	100% non-inductive steady state	copilot	2026-03-17
steady-state-high-beta	internal:expansion:batch-22	Advanced tokamak target	copilot	2026-03-17
ac-loss	internal:expansion:batch-23	Superconductor AC heating	copilot	2026-03-17
strain-sensitivity	internal:expansion:batch-23	Nb3Sn strain-Ic relation	copilot	2026-03-17
joint-resistance	internal:expansion:batch-23	SC cable joint resistance	copilot	2026-03-17
tf-ripple	internal:expansion:batch-23	Finite TF coil field variation	copilot	2026-03-17
demountable-joint	internal:expansion:batch-23	Separable HTS joint	copilot	2026-03-17
magnet-bore	internal:expansion:batch-23	TF coil inner opening	copilot	2026-03-17
winding-pack	internal:expansion:batch-23	SC cable turn assembly	copilot	2026-03-17
magnet-structure	internal:expansion:batch-23	Coil casing and support	copilot	2026-03-17
insulation-material	internal:expansion:batch-23	Magnet electrical insulation	copilot	2026-03-17
magnet-cooling	internal:expansion:batch-23	SC magnet cryogenic cooling	copilot	2026-03-17
chemical-erosion	internal:expansion:batch-24	Carbon chemical sputtering	copilot	2026-03-17
physical-sputtering	internal:expansion:batch-24	Ion bombardment erosion	copilot	2026-03-17
dust	internal:expansion:batch-24	PFC-generated particulates	copilot	2026-03-17
arcing	internal:expansion:batch-24	Plasma-wall arc discharge	copilot	2026-03-17
melt-damage	internal:expansion:batch-24	PFC transient melting	copilot	2026-03-17
mixed-material	internal:expansion:batch-24	Multi-material co-deposition	copilot	2026-03-17
wall-conditioning	internal:expansion:batch-24	Wall surface preparation	copilot	2026-03-17
glow-discharge-cleaning	internal:expansion:batch-24	GDC wall cleaning	copilot	2026-03-17
boronization	internal:expansion:batch-24	Boron film wall treatment	copilot	2026-03-17
tritium-removal	internal:expansion:batch-24	Retained tritium removal	copilot	2026-03-17
fokker-planck-equation	internal:expansion:batch-25	Collisional kinetic equation	copilot	2026-03-17
vlasov-equation	internal:expansion:batch-25	Collisionless kinetic equation	copilot	2026-03-17
ray-tracing	internal:expansion:batch-25	Wave propagation computation	copilot	2026-03-17
flux-tube-simulation	internal:expansion:batch-25	Local GK simulation domain	copilot	2026-03-17
reduced-mhd	internal:expansion:batch-25	Simplified low-beta MHD	copilot	2026-03-17
extended-mhd	internal:expansion:batch-25	Two-fluid extended MHD	copilot	2026-03-17
two-fluid-model	internal:expansion:batch-25	Electron-ion fluid model	copilot	2026-03-17
delta-f-method	internal:expansion:batch-25	PIC noise reduction	copilot	2026-03-17
full-f-method	internal:expansion:batch-25	Full distribution PIC	copilot	2026-03-17
continuum-kinetic	internal:expansion:batch-25	Vlasov grid discretization	copilot	2026-03-17
defense-in-depth	internal:expansion:batch-26	Multi-layer safety philosophy	copilot	2026-03-17
safety-classification	internal:expansion:batch-26	System safety categorization	copilot	2026-03-17
iaea	internal:expansion:batch-26	UN nuclear agency	copilot	2026-03-17
confinement-function	internal:expansion:batch-26	Radioactive containment barrier	copilot	2026-03-17
maximum-credible-accident	internal:expansion:batch-26	Worst-case safety scenario	copilot	2026-03-17
source-term	internal:expansion:batch-26	Accident release quantification	copilot	2026-03-17
emergency-planning-zone	internal:expansion:batch-26	Emergency response area	copilot	2026-03-17
occupational-dose-limit	internal:expansion:batch-26	Worker annual dose limit	copilot	2026-03-17
minority-heating	internal:expansion:batch-27	ICRF minority ion heating	copilot	2026-03-17
harmonic-heating	internal:expansion:batch-27	Cyclotron harmonic heating	copilot	2026-03-17
mode-conversion	internal:expansion:batch-27	Wave mode conversion	copilot	2026-03-17
antenna-coupling	internal:expansion:batch-27	RF antenna plasma coupling	copilot	2026-03-17
wave-absorption	internal:expansion:batch-27	Plasma RF absorption	copilot	2026-03-17
n-parallel	internal:expansion:batch-27	Parallel refractive index	copilot	2026-03-17
multipactor	internal:expansion:batch-27	RF secondary electron discharge	copilot	2026-03-17
full-wave-simulation	internal:expansion:batch-27	Maxwell equation simulation	copilot	2026-03-17
antenna-loading	internal:expansion:batch-27	Antenna impedance coupling	copilot	2026-03-17
faraday-screen	internal:expansion:batch-27	ICRF antenna screen	copilot	2026-03-17
passing-particle	internal:expansion:batch-28	Untrapped toroidal particle	copilot	2026-03-17
trapped-particle	internal:expansion:batch-28	Banana orbit particle	copilot	2026-03-17
bounce-frequency	internal:expansion:batch-28	Trapped particle oscillation	copilot	2026-03-17
precession-drift	internal:expansion:batch-28	Toroidal precession	copilot	2026-03-17
exb-drift	internal:expansion:batch-28	ExB particle drift	copilot	2026-03-17
grad-b-drift	internal:expansion:batch-28	Gradient-B drift	copilot	2026-03-17
curvature-drift	internal:expansion:batch-28	Field curvature drift	copilot	2026-03-17
diamagnetic-drift	internal:expansion:batch-28	Pressure gradient drift	copilot	2026-03-17
orbit-loss	internal:expansion:batch-28	Fast ion orbit loss	copilot	2026-03-17
prompt-loss	internal:expansion:batch-28	First orbit loss	copilot	2026-03-17
confinement-scaling	internal:expansion:batch-29	Empirical scaling law	copilot	2026-03-17
h-factor	internal:expansion:batch-29	Confinement quality factor	copilot	2026-03-17
troyon-limit	internal:expansion:batch-29	Beta-N stability limit	copilot	2026-03-17
greenwald-fraction	internal:expansion:batch-29	Density / Greenwald density	copilot	2026-03-17
power-degradation	internal:expansion:batch-29	Heating power degradation	copilot	2026-03-17
isotope-effect	internal:expansion:batch-29	Isotope mass dependence	copilot	2026-03-17
size-scaling	internal:expansion:batch-29	Device size scaling	copilot	2026-03-17
mhd-stability-limit	internal:expansion:batch-29	MHD operation boundary	copilot	2026-03-17
density-limit	internal:expansion:batch-29	Maximum density boundary	copilot	2026-03-17
stored-energy	internal:expansion:batch-29	Plasma thermal energy	copilot	2026-03-17
vertical-stability	internal:expansion:batch-30	Elongated plasma VDE control	copilot	2026-03-17
gap-control	internal:expansion:batch-30	Plasma-wall gap feedback	copilot	2026-03-17
kinetic-control	internal:expansion:batch-30	Profile active control	copilot	2026-03-17
burn-control	internal:expansion:batch-30	Fusion burn regulation	copilot	2026-03-17
actuator	internal:expansion:batch-30	Plasma control actuator	copilot	2026-03-17
plasma-ramp-up	internal:expansion:batch-30	Current ramp-up phase	copilot	2026-03-17
plasma-ramp-down	internal:expansion:batch-30	Current ramp-down phase	copilot	2026-03-17
feedback-control	internal:expansion:batch-30	Close-loop measurement control	copilot	2026-03-17
model-predictive-control	internal:expansion:batch-30	Model-based optimal control	copilot	2026-03-17
plasma-state-estimation	internal:expansion:batch-30	Diagnostic state reconstruction	copilot	2026-03-17
beryllium-multiplier	internal:expansion:batch-31	Blanket Be multiplier layer	copilot	2026-03-17
breeding-zone	internal:expansion:batch-31	Tritium breeding region	copilot	2026-03-17
back-plate	internal:expansion:batch-31	First wall structural support	copilot	2026-03-17
coolant-manifold	internal:expansion:batch-31	Blanket coolant distribution	copilot	2026-03-17
purge-gas	internal:expansion:batch-31	Tritium extraction helium	copilot	2026-03-17
thermal-fatigue	internal:expansion:batch-31	Cyclic thermal loading fatigue	copilot	2026-03-17
irradiation-creep	internal:expansion:batch-31	Neutron-enhanced creep	copilot	2026-03-17
functional-material	internal:expansion:batch-31	Blanket functional materials	copilot	2026-03-17
coolant-chemistry	internal:expansion:batch-31	Blanket coolant chemistry	copilot	2026-03-17
thermo-mechanical-analysis	internal:expansion:batch-31	Thermal-stress coupled analysis	copilot	2026-03-17
vacuum-pumping	internal:expansion:batch-32	VV pumping system	copilot	2026-03-17
base-pressure	internal:expansion:batch-32	Background vacuum pressure	copilot	2026-03-17
outgassing	internal:expansion:batch-32	Wall adsorbed gas release	copilot	2026-03-17
bakeout	internal:expansion:batch-32	High-temperature degassing	copilot	2026-03-17
gas-injection-valve	internal:expansion:batch-32	Fast gas valve	copilot	2026-03-17
pellet-guide-tube	internal:expansion:batch-32	Pellet curved guide tube	copilot	2026-03-17
pellet-ablation	internal:expansion:batch-32	Pellet surface ablation	copilot	2026-03-17
cryogenic-pellet	internal:expansion:batch-32	Frozen fuel pellet	copilot	2026-03-17
compact-toroid-injection	internal:expansion:batch-32	CT deep fueling	copilot	2026-03-17
gas-balance	internal:expansion:batch-32	Device gas throughput balance	copilot	2026-03-17
nuclear-data-library	internal:expansion:batch-33	Evaluated nuclear data	copilot	2026-03-17
contact-dose-rate	internal:expansion:batch-33	Surface dose rate	copilot	2026-03-17
clearance-index	internal:expansion:batch-33	Waste clearance criterion	copilot	2026-03-17
gas-production-rate	internal:expansion:batch-33	Nuclear He/H gas rate	copilot	2026-03-17
helium-production	internal:expansion:batch-33	Structural (n,alpha) He	copilot	2026-03-17
neutron-flux	internal:expansion:batch-33	Neutron flow intensity	copilot	2026-03-17
photon-dose	internal:expansion:batch-33	Secondary photon dose	copilot	2026-03-17
deep-penetration	internal:expansion:batch-33	Shielding streaming	copilot	2026-03-17
activation-foil	internal:expansion:batch-33	Neutron spectrum foil	copilot	2026-03-17
nuclear-response-function	internal:expansion:batch-33	Nuclear heating response	copilot	2026-03-17
first-of-a-kind	internal:expansion:batch-34	FOAK cost baseline	copilot	2026-03-17
nth-of-a-kind	internal:expansion:batch-34	NOAK series cost	copilot	2026-03-17
learning-rate	internal:expansion:batch-34	Production learning curve	copilot	2026-03-17
supply-chain	internal:expansion:batch-34	Fusion supply chain	copilot	2026-03-17
component-qualification	internal:expansion:batch-34	Nuclear component QA	copilot	2026-03-17
prototype-reactor	internal:expansion:batch-34	Pre-DEMO prototype	copilot	2026-03-17
integrated-commissioning	internal:expansion:batch-34	System-level commissioning	copilot	2026-03-17
construction-schedule	internal:expansion:batch-34	Device build timeline	copilot	2026-03-17
regulatory-approval	internal:expansion:batch-34	Government facility approval	copilot	2026-03-17
decommissioning-cost	internal:expansion:batch-34	Decommission cleanup cost	copilot	2026-03-17
i-mode	internal:expansion:batch-35	Intermediate confinement mode	copilot	2026-03-17
super-h-mode	internal:expansion:batch-35	Wide pedestal H-mode	copilot	2026-03-17
density-peaking	internal:expansion:batch-35	Central density peaking	copilot	2026-03-17
impurity-accumulation	internal:expansion:batch-35	Core impurity buildup	copilot	2026-03-17
tungsten-accumulation	internal:expansion:batch-35	Core tungsten enrichment	copilot	2026-03-17
rotation-reversal	internal:expansion:batch-35	Spontaneous rotation reversal	copilot	2026-03-17
density-pump-out	internal:expansion:batch-35	H-mode density transient	copilot	2026-03-17
temperature-pedestal	internal:expansion:batch-35	Edge temperature pedestal	copilot	2026-03-17
pressure-pedestal	internal:expansion:batch-35	Edge pressure pedestal	copilot	2026-03-17
pedestal-width	internal:expansion:batch-35	Pedestal radial width	copilot	2026-03-17
convergence-ratio	internal:expansion:batch-36	Implosion radius ratio	copilot	2026-03-19
areal-density	internal:expansion:batch-36	Compressed fuel rho-R	copilot	2026-03-19
richtmyer-meshkov-instability	internal:expansion:batch-36	Shock-interface instability	copilot	2026-03-19
ablation-front	internal:expansion:batch-36	Ablating shell interface	copilot	2026-03-19
implosion-velocity	internal:expansion:batch-36	Shell inward velocity	copilot	2026-03-19
hot-spot-ignition	internal:expansion:batch-36	Central hot spot ignition	copilot	2026-03-19
capsule-implosion	internal:expansion:batch-36	ICF capsule compression	copilot	2026-03-19
mix-instability	internal:expansion:batch-36	Shell-fuel material mixing	copilot	2026-03-19
laser-energy-balance	internal:expansion:batch-36	Laser energy partition	copilot	2026-03-19
gain-curve	internal:expansion:batch-36	ICF gain vs energy curve	copilot	2026-03-19
line-radiation	internal:expansion:batch-37	Bound-bound transition radiation	copilot	2026-03-19
recombination-radiation	internal:expansion:batch-37	Free-bound radiation	copilot	2026-03-19
charge-exchange-loss	internal:expansion:batch-37	CX energy loss	copilot	2026-03-19
radiation-barrier	internal:expansion:batch-37	Edge radiation shielding	copilot	2026-03-19
radiation-collapse	internal:expansion:batch-37	Impurity radiation collapse	copilot	2026-03-19
z-effective	internal:expansion:batch-37	Plasma effective charge	copilot	2026-03-19
doppler-broadening	internal:expansion:batch-37	Thermal line broadening	copilot	2026-03-19
stark-broadening	internal:expansion:batch-37	Electric field broadening	copilot	2026-03-19
continuum-radiation	internal:expansion:batch-37	Brems+recomb continuum	copilot	2026-03-19
impurity-spectroscopy	internal:expansion:batch-37	Spectroscopic impurity diag	copilot	2026-03-19
turbulence-saturation	internal:expansion:batch-38	Nonlinear saturation	copilot	2026-03-19
turbulence-spreading	internal:expansion:batch-38	Spatial turbulence diffusion	copilot	2026-03-19
avalanche-transport	internal:expansion:batch-38	Cascade transient transport	copilot	2026-03-19
staircase-transport	internal:expansion:batch-38	Self-organized barriers	copilot	2026-03-19
predator-prey-oscillation	internal:expansion:batch-38	Turbulence-zonal flow cycle	copilot	2026-03-19
nonlinear-coupling	internal:expansion:batch-38	Inter-mode coupling	copilot	2026-03-19
turbulence-suppression	internal:expansion:batch-38	ExB shear suppression	copilot	2026-03-19
critical-balance	internal:expansion:batch-38	Parallel-perp timescale balance	copilot	2026-03-19
spectral-transfer	internal:expansion:batch-38	Wavenumber cascade	copilot	2026-03-19
subcritical-turbulence	internal:expansion:batch-38	Below-threshold turbulence	copilot	2026-03-19
cascade-damage	internal:expansion:batch-39	Displacement cascade	copilot	2026-03-19
frenkel-pair	internal:expansion:batch-39	Interstitial-vacancy pair	copilot	2026-03-19
interstitial-atom	internal:expansion:batch-39	Displaced interstitial	copilot	2026-03-19
vacancy	internal:expansion:batch-39	Lattice vacancy defect	copilot	2026-03-19
recrystallization	internal:expansion:batch-39	High-temp grain regrowth	copilot	2026-03-19
helium-bubble	internal:expansion:batch-39	He accumulation bubble	copilot	2026-03-19
tungsten-fuzz	internal:expansion:batch-39	He-irradiated W nano-fuzz	copilot	2026-03-19
radiation-hardening	internal:expansion:batch-39	Neutron hardening	copilot	2026-03-19
radiation-induced-segregation	internal:expansion:batch-39	Irradiation solute segregation	copilot	2026-03-19
post-irradiation-examination	internal:expansion:batch-39	Hot cell PIE analysis	copilot	2026-03-19
armor-tile	internal:expansion:batch-40	PFC protective tile	copilot	2026-03-19
heat-sink	internal:expansion:batch-40	PFC heat dissipation	copilot	2026-03-19
